DUID,TIME,REGION,REASON,REASON_old
W/HOE#2,2025-06-29 01:26:26,QLD1,Unit Mode Change - SL,
W/HOE#2,2025-06-29 01:37:08,QLD1,Avoid Rough Running Band Target - SL,
W/HOE#2,2025-06-29 01:41:32,QLD1,Avoid Rough Running Band - SL,
W/HOE#2,2025-06-29 01:56:07,QLD1,Unit shutdown sequence - SL,
LNGS2,2025-06-29 00:52:38,VIC1,00:52:37 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
VPGS1,2025-06-29 00:53:24,VIC1,00:53:24 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
VPGS6,2025-06-29 00:54:13,VIC1,00:54:13 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
VPGS5,2025-06-29 00:54:42,VIC1,00:54:42 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
LNGS1,2025-06-29 01:09:25,VIC1,01:09:24 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
LNGS1,2025-06-29 02:37:23,VIC1,02:37:22 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
LNGS2,2025-06-29 02:37:50,VIC1,02:37:50 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
CG1,2025-06-29 02:23:33,NSW1,02:23:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY,
CG2,2025-06-29 02:23:33,NSW1,02:23:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY,
CG3,2025-06-29 02:23:33,NSW1,02:23:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY,
CG4,2025-06-29 02:23:33,NSW1,02:23:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY,
URANQ12,2025-06-29 05:22:38,NSW1,INC QLD Semi-scheduled 5PD 592 MW > 30PD 520 MW @ 0600 SL,
VP6,2025-06-29 05:39:50,NSW1,Mill/Feeder limit SL,
VP6,2025-06-29 05:47:18,NSW1,Aux plant failure,
VP6,2025-06-29 05:49:48,NSW1,Mill/Feeder limit SL,
VP6,2025-06-29 06:17:03,NSW1,Mill/Feeder limit lifted SL,
TALWB1,2025-06-29 06:32:35,NSW1,"Band Adj - mainland P5 wind avail 1,897 MW @ 5ME 07:00 vs mainland P30 wind avail 1,465 MW @ HHE 07:00 SL",
MP1,2025-06-29 06:42:55,NSW1,Band Adj - NSW P30 RRP $118 vs $105 @ HHE 12:30,
MP2,2025-06-29 06:42:55,NSW1,Band Adj - NSW P30 RRP $118 vs $105 @ HHE 12:30,
TUMUT3,2025-06-29 06:46:36,NSW1,06:46:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
URANQ12,2025-06-29 07:19:20,NSW1,INC NSW DEM 5PD 8855 MW > 30PD 8588 MW @ 0730 SL,
MP1,2025-06-29 08:46:09,NSW1,Band Adj - NSW P30 RRP $165 vs $134 @ HHE 10:30 SL,
MP2,2025-06-29 08:46:09,NSW1,Band Adj - NSW P30 RRP $165 vs $134 @ HHE 10:30 SL,
TALWB1,2025-06-29 08:48:19,NSW1,Band Adj - NSW P30 RRP $240 vs $270 @ HHE 17:00,
VP6,2025-06-29 08:59:44,NSW1,Mill/Feeder limit extended SL,
VP6,2025-06-29 09:27:24,NSW1,Mill/Feeder limit lifted SL,
MP1,2025-06-29 09:38:47,NSW1,Band Adj - NSW P30 RRP $160 vs $135 @ HHE 11:00 SL,
MP2,2025-06-29 09:38:47,NSW1,Band Adj - NSW P30 RRP $160 vs $135 @ HHE 11:00 SL,
VP6,2025-06-29 09:59:45,NSW1,Condenser back wash resceduled,
VP5,2025-06-29 10:06:32,NSW1,Load adjust to U6 capacity limit,
URANQ13,2025-06-29 10:10:14,NSW1,Avoid uneconomic start SL,
URANQ14,2025-06-29 10:10:14,NSW1,Avoid uneconomic start SL,
URANQ13,2025-06-29 10:24:31,NSW1,Adjust T times SL,
URANQ14,2025-06-29 10:24:31,NSW1,Adjust T times SL,
TUMUT3,2025-06-29 10:27:26,NSW1,10:20:04 A VIC-NSW 5MIN ACTUAL Price Separation $78.75 HIGHER THAN 5MIN PD 10:25@10:16 ($88.12) - SL,
UPPTUMUT,2025-06-29 10:27:26,NSW1,10:20:04 A VIC-NSW 5MIN ACTUAL Price Separation $78.75 HIGHER THAN 5MIN PD 10:25@10:16 ($88.12) - SL,
URANQ13,2025-06-29 10:35:18,NSW1,Reset unit fast start profile SL,
URANQ14,2025-06-29 10:35:18,NSW1,Reset unit fast start profile SL,
URANQ13,2025-06-29 10:38:54,NSW1,DEC NSW DEM 5PD 7133 MW < 30PD 7243 MW @ 1100 SL,
URANQ14,2025-06-29 10:38:54,NSW1,DEC NSW DEM 5PD 7133 MW < 30PD 7243 MW @ 1100 SL,
MP1,2025-06-29 10:42:43,NSW1,Band Adj - NSW P5 RRP $199 @ 5ME 11:00 vs NSW P30 RRP $118 @ HHE 11:00 SL,
MP2,2025-06-29 10:42:43,NSW1,Band Adj - NSW P5 RRP $199 @ 5ME 11:00 vs NSW P30 RRP $118 @ HHE 11:00 SL,
MP1,2025-06-29 10:54:05,NSW1,Band Adj - NSW P5 RRP $108 @ 5ME 11:30 vs NSW P30 RRP $118 @ HHE 11:30 SL,
MP2,2025-06-29 10:54:05,NSW1,Band Adj - NSW P5 RRP $108 @ 5ME 11:30 vs NSW P30 RRP $118 @ HHE 11:30 SL,
TUMUT3,2025-06-29 11:18:46,NSW1,11:18:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
ER01,2025-06-29 11:32:37,NSW1,Change in avail - CCP maintenance works complete SL,
ER02,2025-06-29 11:32:37,NSW1,Change in avail - CCP maintenance works complete SL,
ER03,2025-06-29 11:32:37,NSW1,Change in avail - CCP maintenance works complete SL,
VP5,2025-06-29 11:34:21,NSW1,Managing FF DP performance,
ER01,2025-06-29 11:35:35,NSW1,Correct bid - A INC NSW DEM 6445 MW > 6339 MW @ 1230 SL,
ER02,2025-06-29 11:35:35,NSW1,Correct bid - A INC NSW DEM 6445 MW > 6339 MW @ 1230 SL,
ER03,2025-06-29 11:35:35,NSW1,Correct bid - A INC NSW DEM 6445 MW > 6339 MW @ 1230 SL,
MP1,2025-06-29 12:13:38,NSW1,Band Adj - NSW P30 RRP $84 vs $108 @ HHE 12:30 SL,
MP2,2025-06-29 12:13:38,NSW1,Band Adj - NSW P30 RRP $84 vs $108 @ HHE 12:30 SL,
VP5,2025-06-29 12:17:40,NSW1,Managign Fabric Filter DP,
TUMUT3,2025-06-29 13:13:19,NSW1,12:33:00 A VIC-NSW 30MIN PD Price Separation $35.02 HIGHER THAN 30MIN PD 14:30@12:02 ($35.78) - SL,
UPPTUMUT,2025-06-29 13:13:19,NSW1,12:33:00 A VIC-NSW 30MIN PD Price Separation $35.02 HIGHER THAN 30MIN PD 14:30@12:02 ($35.78) - SL,
ER01,2025-06-29 13:37:36,NSW1,INC QLD DEM 5PD 6394 MW > 30PD 6070 MW @ 1400 SL,
ER02,2025-06-29 13:37:36,NSW1,INC QLD DEM 5PD 6394 MW > 30PD 6070 MW @ 1400 SL,
VP5,2025-06-29 13:39:29,NSW1,Mill/Feeder limit lifted SL,
ER03,2025-06-29 13:39:34,NSW1,INC QLD DEM 5PD 6394 MW > 30PD 6070 MW @ 1400 SL,
MP1,2025-06-29 14:09:57,NSW1,Band Adj - NSW P30 RRP $108 vs $149 @ HHE 15:00 SL,
MP2,2025-06-29 14:09:57,NSW1,Band Adj - NSW P30 RRP $108 vs $149 @ HHE 15:00 SL,
CG1,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
CG2,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
CG3,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
CG4,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
TUMUT3,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
UPPTUMUT,2025-06-29 14:33:59,NSW1,14:03:00 A NSW 30MIN PD Price $42.82 HIGHER THAN 30MIN PD 17:30@13:33 ($342.81) - SL,
SHGEN,2025-06-29 14:55:37,NSW1,INC QLD Semi-scheduled 5PD 631 MW > 30PD 502 MW @ 1530 SL,
MP1,2025-06-29 15:14:20,NSW1,Band Adj - NSW P5 RRP $249 @ 5ME 16:00 vs NSW P30 RRP $180 @ HHE 16:00 SL,
MP2,2025-06-29 15:14:20,NSW1,Band Adj - NSW P5 RRP $249 @ 5ME 16:00 vs NSW P30 RRP $180 @ HHE 16:00 SL,
TUMUT3,2025-06-29 15:41:41,NSW1,15:41:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
TUMUT3,2025-06-29 15:56:33,NSW1,15:56:21 P GT12 FORCED OUTAGE - REBALANCE PORTFOLIO - SL,
UPPTUMUT,2025-06-29 15:56:33,NSW1,15:56:21 P GT12 FORCED OUTAGE - REBALANCE PORTFOLIO - SL,
URANQ13,2025-06-29 16:01:09,NSW1,INC NEM DEM 5PD 25558 MW > 30PD 24525 MW @ 1630 SL,
SITHE01,2025-06-29 16:15:43,NSW1,NSW1 RRP DP@16:20 for 16:20 is $40.88 higher than 5PD@16:15 ($240.89 vs $200.01) SL,
URANQ11,2025-06-29 16:23:24,NSW1,Energy limit revised SL,
URANQ12,2025-06-29 16:23:24,NSW1,Energy limit revised SL,
URANQ13,2025-06-29 16:23:24,NSW1,Energy limit revised SL,
URANQ14,2025-06-29 16:23:24,NSW1,Energy limit revised SL,
URANQ14,2025-06-29 16:26:11,NSW1,INC QLD DEM 5PD 7774 MW > 30PD 7508 MW @ 1700 SL,
SITHE01,2025-06-29 16:26:29,NSW1,NSW1 RRP 5PD@16:30 for 16:45 is $20.25 higher than 5PD@16:25 ($254.24 vs $233.99) SL,
TUMUT3,2025-06-29 16:28:09,NSW1,16:26:00 A NSW 5MIN PD Price $59.09 HIGHER THAN 30MIN PD 16:55@16:03 ($299.98) - SL,
UPPTUMUT,2025-06-29 16:28:09,NSW1,16:26:00 A NSW 5MIN PD Price $59.09 HIGHER THAN 30MIN PD 16:55@16:03 ($299.98) - SL,
TUMUT3,2025-06-29 16:36:52,NSW1,16:36:31 P GT12 OUTAGE EXTENDED - REBALANCE PORTFOLIO - SL,
UPPTUMUT,2025-06-29 16:36:52,NSW1,16:36:31 P GT12 OUTAGE EXTENDED - REBALANCE PORTFOLIO - SL,
SITHE01,2025-06-29 16:42:05,NSW1,CHANGE IN PLANT AVAILABILITY - REFLECT AMBIENT CONDITIONS SL,
CG2,2025-06-29 16:45:12,NSW1,16:45:12 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE,
URANQ12,2025-06-29 16:49:49,NSW1,INC NEM DEM 5PD 28507 MW > 30PD 27652 MW @ 1730 SL,
CG2,2025-06-29 16:52:00,NSW1,16:52:00 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
CG2,2025-06-29 16:56:27,NSW1,16:56:27 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
TUMUT3,2025-06-29 16:58:37,NSW1,16:56:00 A NSW 5MIN PD Price $71.22 HIGHER THAN 30MIN PD 17:30@16:33 ($322.18) - SL,
UPPTUMUT,2025-06-29 16:58:37,NSW1,16:56:00 A NSW 5MIN PD Price $71.22 HIGHER THAN 30MIN PD 17:30@16:33 ($322.18) - SL,
TALWB1,2025-06-29 17:03:55,NSW1,"Adj bands - chg in mainland gen semi-sched for DI 17:10, 1458 vs 1888 MW at DI 17:05 P5 run SL",
CG4,2025-06-29 17:13:20,NSW1,17:13:19 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
CG1,2025-06-29 17:21:25,NSW1,17:21:25 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
TUMUT3,2025-06-29 17:21:30,NSW1,17:21:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
CG1,2025-06-29 17:21:54,NSW1,17:21:54 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
CG4,2025-06-29 17:22:27,NSW1,17:22:27 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
CG3,2025-06-29 17:22:52,NSW1,17:22:52 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
TUMUT3,2025-06-29 17:29:36,NSW1,17:29:15 P VPGS2 FORCED OUTAGE EXTENDED - REBALANCE PORTFOLIO - SL,
UPPTUMUT,2025-06-29 17:29:36,NSW1,17:29:15 P VPGS2 FORCED OUTAGE EXTENDED - REBALANCE PORTFOLIO - SL,
CG1,2025-06-29 17:42:34,NSW1,17:42:33 P REVISED STATION CAPABILITY DUE TO CHANGED AMBIENT TEMPERATURE - SL,
TUMUT3,2025-06-29 17:42:52,NSW1,17:41:00 A NSW 5MIN PD Price $18.97 HIGHER THAN 30MIN PD 17:50@17:33 ($318.95) - SL,
UPPTUMUT,2025-06-29 17:42:52,NSW1,17:41:00 A NSW 5MIN PD Price $18.97 HIGHER THAN 30MIN PD 17:50@17:33 ($318.95) - SL,
GUTHEGA,2025-06-29 17:48:41,NSW1,17:48:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
CG1,2025-06-29 18:03:25,NSW1,18:03:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
CG2,2025-06-29 18:03:25,NSW1,18:03:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
CG3,2025-06-29 18:03:25,NSW1,18:03:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
CG4,2025-06-29 18:03:25,NSW1,18:03:00 P UPDATE CAPABILITY PARAMETERS FOR CHANGE TO OUTAGE PLAN/PLANT CONDITIONS/FUEL SUPPLY - SL,
MP1,2025-06-29 18:42:44,NSW1,"Adj bands - chg in mainland total gen for HHE 22:00,23858 vs 24040 MW at HHE 19:00 P30 PD run SL",
MP2,2025-06-29 18:42:44,NSW1,"Adj bands - chg in mainland total gen for HHE 22:00,23858 vs 24040 MW at HHE 19:00 P30 PD run SL",
TALWB1,2025-06-29 18:42:44,NSW1,"Adj bands - chg in mainland total gen for HHE 22:00,23858 vs 24040 MW at HHE 19:00 P30 PD run SL",
TALWB1,2025-06-29 19:21:27,NSW1,"Adj bands - P5 > P30 mainland gen wind for HHE 20:30, 1976 MW P5 vs 1771 MW P30 at 19:20 SL",
URANQ12,2025-06-29 19:26:38,NSW1,INC NSW DEM 5PD 10539 MW > 30PD 10516 MW @ 2000 SL,
URANQ13,2025-06-29 19:26:38,NSW1,INC NSW DEM 5PD 10539 MW > 30PD 10516 MW @ 2000 SL,
URANQ14,2025-06-29 19:26:38,NSW1,INC NSW DEM 5PD 10539 MW > 30PD 10516 MW @ 2000 SL,
TUMUT3,2025-06-29 19:36:31,NSW1,19:36:30 P MANAGE SMALL UNECONOMIC MARGINAL TARGETS - REBID ECONOMIC MINIMUM LOADING VALUE - SL,
TALWB1,2025-06-29 20:48:20,NSW1,"Adj bands - P5 > P30 mainland wind gen for HHE 21:30, 2105 MW P5 vs 1864 MW P30 at 20:45 SL",
SITHE01,2025-06-29 20:53:49,NSW1,NSW1 RRP 5PD AVERAGE@20:55 for 21:30 is $84.14 higher than 30PD@20:31 ($299.90 vs $215.76) SL,
SITHE01,2025-06-29 21:12:12,NSW1,NSW1 RRP DP@21:15 for 21:15 is $83.96 lower than 5PD@21:10 ($216.03 vs $299.99) SL,
SHGEN,2025-06-29 23:39:30,NSW1,Correct bid - Daily bid SL,
CALL_B_1,2025-06-29 00:57:13,QLD1,"Target below Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
MPP_1,2025-06-29 03:06:06,QLD1,Boiler Water/Steam Limitation,
MPP_2,2025-06-29 03:06:06,QLD1,Boiler Water/Steam Limitation,
BARRON-1,2025-06-29 03:27:28,QLD1,Constraint Management - Q_CS_0400 - SL,
BARRON-2,2025-06-29 03:27:28,QLD1,Constraint Management - Q_CS_0400 - SL,
CALL_B_1,2025-06-29 04:01:54,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
CALL_B_2,2025-06-29 04:01:54,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
GSTONE2,2025-06-29 04:02:41,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
GSTONE6,2025-06-29 04:02:41,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
CPSA,2025-06-29 04:03:34,QLD1,Ambient conditions - match bid to expected unit outputs~,
OAKEY1,2025-06-29 04:04:10,QLD1,Ambient conditions - match bid to expected unit outputs~,
OAKEY2,2025-06-29 04:04:10,QLD1,Ambient conditions - match bid to expected unit outputs~,
BARRON-1,2025-06-29 04:08:43,QLD1,Manage Weir Level - SL,
BARRON-2,2025-06-29 04:08:43,QLD1,Manage Weir Level - SL,
CALL_B_1,2025-06-29 04:09:08,QLD1,Constraint management - - SL,
CALL_B_2,2025-06-29 04:09:08,QLD1,Constraint management - - SL,
GSTONE2,2025-06-29 04:10:09,QLD1,Constraint management - - SL,
GSTONE4,2025-06-29 04:10:09,QLD1,Constraint management - - SL,
GSTONE5,2025-06-29 04:10:09,QLD1,Constraint management - - SL,
BARRON-1,2025-06-29 04:22:25,QLD1,Constraint Management - Q_CS_0400 - SL,
BARRON-2,2025-06-29 04:22:25,QLD1,Constraint Management - Q_CS_0400 - SL,
CALL_B_1,2025-06-29 04:40:27,QLD1,Constraint management - - SL,
CALL_B_2,2025-06-29 04:40:27,QLD1,Constraint management - - SL,
CALL_B_1,2025-06-29 04:40:54,QLD1,Mill -Mill Limit-SL,
GSTONE2,2025-06-29 04:42:30,QLD1,Constraint management - - SL,
GSTONE4,2025-06-29 04:42:30,QLD1,Constraint management - - SL,
GSTONE5,2025-06-29 04:42:30,QLD1,Constraint management - - SL,
KAREEYA3,2025-06-29 04:46:15,QLD1,Cooling water - SL,
CALL_B_1,2025-06-29 04:49:22,QLD1,Mill -Mill Limit-SL,
KAREEYA1,2025-06-29 04:56:54,QLD1,Constraint Management - Q_CS_0400 - SL,
KAREEYA2,2025-06-29 04:56:54,QLD1,Constraint Management - Q_CS_0400 - SL,
KAREEYA4,2025-06-29 04:56:54,QLD1,Constraint Management - Q_CS_0400 - SL,
GSTONE2,2025-06-29 05:02:54,QLD1,"Target below Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
GSTONE6,2025-06-29 05:02:54,QLD1,"Target below Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
CALL_B_2,2025-06-29 05:08:27,QLD1,"Target below Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
GSTONE5,2025-06-29 05:18:28,QLD1,Mill -Mill Limit-SL,
GSTONE2,2025-06-29 05:48:59,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
GSTONE6,2025-06-29 05:51:09,QLD1,"Target at or above Minimum Safe Operating Level, responding pursuant to Rule 3.8.3A--SL",
CPSA,2025-06-29 06:03:14,QLD1,Ambient conditions - alter availability to expected unit output SL.,
CPP_4,2025-06-29 06:05:46,QLD1,Coal cv - SL,
BRAEMAR6,2025-06-29 06:25:12,QLD1,0624P FUEL MANAGEMENT: GAS CONSUMPTION LOWER THAN EXPECTED SL,
CPP_4,2025-06-29 06:52:35,QLD1,Coal CV-SL,
CPSA,2025-06-29 07:03:59,QLD1,Market change PD forecast price in QLD is trending downward slop - adjust MW distribution SL.,
BRAEMAR1,2025-06-29 07:33:18,QLD1,Change in price 30PD 16:30 $163.45 vs. 17:00 $259.04,
GSTONE3,2025-06-29 07:44:49,QLD1,Unit commitment-Unit RTS revised-SL,
DDPS1,2025-06-29 08:06:08,QLD1,Change in avail - adjust gt cooldown period before RTS SL,
BARRON-1,2025-06-29 08:08:35,QLD1,Weir Level Management - SL,
BARRON-2,2025-06-29 08:08:35,QLD1,Weir Level Management - SL,
GSTONE4,2025-06-29 08:49:25,QLD1,Mill -Mill Limit-SL,
BARRON-2,2025-06-29 09:10:43,QLD1,Weir Level Mangement - SL,
MPP_1,2025-06-29 09:47:10,QLD1,Mill/CV limitations. SL,
MPP_2,2025-06-29 09:47:10,QLD1,Mill/CV limitations. SL,
BARRON-2,2025-06-29 10:05:01,QLD1,CHANGE IN NSW AVAIL PD@1100 304MW: PD 1000 v PD 1030 - SL,
DDPS1,2025-06-29 10:19:07,QLD1,INC QLD DEM 5PD 6062 MW > 30PD 5769 MW @ 1030 SL,
BRAEMAR1,2025-06-29 11:09:31,QLD1,Change in price 30PD 16:30 $166.45 vs. 17:00 $268.4,
CPP_4,2025-06-29 11:15:53,QLD1,Coal CV-SL,
GSTONE2,2025-06-29 11:21:59,QLD1,Condenser -Backflush-SL,
CPP_3,2025-06-29 12:07:06,QLD1,Clinker deload-SL,
BARRON-1,2025-06-29 12:25:22,QLD1,Weir Level Management - SL,
CPSA,2025-06-29 12:32:28,QLD1,Amended contract position -  commit unit SL,
GSTONE2,2025-06-29 12:38:28,QLD1,Condenser -Backflush-SL,
CPSA,2025-06-29 12:46:19,QLD1,Amended contract position -extend run SL,
CPP_4,2025-06-29 12:48:28,QLD1,Clinker deload-SL,
GSTONE2,2025-06-29 13:06:52,QLD1,Condenser -Backflush-SL,
GSTONE2,2025-06-29 13:13:30,QLD1,Condenser -Backflush-SL,
CPSA,2025-06-29 13:19:23,QLD1,Amended contract position - committing unit early SL,
BRAEMAR1,2025-06-29 13:21:04,QLD1,"day ahead price 30PD reaching $16,583.17 at 18:00",
W/HOE#2,2025-06-29 13:31:16,QLD1,Avoid Rough Running Band - SL,
GSTONE2,2025-06-29 13:46:48,QLD1,Condenser -Backflush-SL,
GSTONE4,2025-06-29 13:57:20,QLD1,Unit commitment-Steam Provision-SL,
CPP_3,2025-06-29 14:03:45,QLD1,Clinker deload-SL,
W/HOE#1,2025-06-29 14:17:43,QLD1,QLD RRP DI 1420 - DS $256.10 vs P5 @ 1415 $108.04 - SL,
BARRON-2,2025-06-29 14:19:04,QLD1,Unit Start Signal - SL,
CPP_4,2025-06-29 14:24:17,QLD1,Clinker deload-SL,
DDPS1,2025-06-29 14:25:26,QLD1,Change in avail - Unit RTS profile Revised SL,
W/HOE#1,2025-06-29 14:44:33,QLD1,SYC Level Management - Update Energy Limits - SL,
W/HOE#2,2025-06-29 14:44:33,QLD1,SYC Level Management - Update Energy Limits - SL,
W/HOE#1,2025-06-29 14:53:12,QLD1,SYC Level Management - SL,
W/HOE#2,2025-06-29 14:53:12,QLD1,SYC Level Management - SL,
DDPS1,2025-06-29 14:59:00,QLD1,INC QLD DEM 5PD 7216 MW > 30PD 6668 MW @ 1530 - 3GT+ST DB mode 3MW/min ROC req SL,
OAKEY2,2025-06-29 14:59:31,QLD1,Amended contract position - commit unit  SL,
SWAN_E,2025-06-29 15:15:20,QLD1,Unit Early RTS - SL,
W/HOE#1,2025-06-29 15:15:52,QLD1,Fuel Management - Rebalance Portfolio - SL,
W/HOE#2,2025-06-29 15:15:52,QLD1,Fuel Management - Rebalance Portfolio - SL,
W/HOE#2,2025-06-29 15:47:02,QLD1,Avoid Rough Running Band - SL,
DDPS1,2025-06-29 16:12:33,QLD1,Change in avail - ambient conditions SL,
W/HOE#1,2025-06-29 16:33:04,QLD1,SYC level management - Max Avail - SL,
W/HOE#2,2025-06-29 16:33:04,QLD1,SYC level management - Max Avail - SL,
SWAN_E,2025-06-29 16:34:57,QLD1,RTS delay - SL,
W/HOE#1,2025-06-29 16:38:47,QLD1,RTS delay - Rebalance Portfolio - SL,
W/HOE#2,2025-06-29 16:38:47,QLD1,RTS delay - Rebalance Portfolio - SL,
OAKEY2,2025-06-29 16:52:08,QLD1,Ambient conditions - alter availability to expected unit output,
BRAEMAR5,2025-06-29 16:59:35,QLD1,1658P AMBIENT CONDITIONS: ADJUST BID FOR PREVAILING CONDITIONS SL,
BRAEMAR3,2025-06-29 17:04:11,QLD1,Avoid uneconomic start. SL,
SWAN_E,2025-06-29 17:58:43,QLD1,Updated Ramp up profile - SL,
MPP_1,2025-06-29 18:02:39,QLD1,Boiler Feed Pump Limitation,
MPP_2,2025-06-29 18:02:39,QLD1,Boiler Feed Pump Limitation,
SWAN_E,2025-06-29 18:09:09,QLD1,Updated ramp up profile -SL,
W/HOE#1,2025-06-29 18:16:33,QLD1,CHANGE IN QLD GENERATION PD@1830 -211MW: PD 1800 v PD 1830-SL,
W/HOE#2,2025-06-29 18:16:33,QLD1,CHANGE IN QLD GENERATION PD@1830 -211MW: PD 1800 v PD 1830-SL,
MPP_1,2025-06-29 18:16:39,QLD1,Boiler Feed Pump Limitation,
MPP_2,2025-06-29 18:16:39,QLD1,Boiler Feed Pump Limitation,
SWAN_E,2025-06-29 18:19:26,QLD1,Updated Ramp up profile - SL,
SWAN_E,2025-06-29 18:28:53,QLD1,Updated Ramp up profile - SL,
SWAN_E,2025-06-29 18:34:40,QLD1,Updated Ramp up profile - SL,
SWAN_E,2025-06-29 18:58:45,QLD1,Updated Ramp up profile - S,
OAKEY2,2025-06-29 19:02:25,QLD1,Amended contract position - extend run SL,
MPP_1,2025-06-29 19:16:47,QLD1,Boiler Water/Steam Limitation,
MPP_2,2025-06-29 19:16:47,QLD1,Boiler Water/Steam Limitation,
W/HOE#1,2025-06-29 19:17:25,QLD1,SYC Level Management - SL,
W/HOE#2,2025-06-29 19:17:25,QLD1,SYC Level Management - SL,
CPP_4,2025-06-29 19:21:13,QLD1,Coal cv - SL,
SWAN_E,2025-06-29 19:42:59,QLD1,Updated Ramp Up Profile - Cold Start - SL,
OAKEY2,2025-06-29 19:48:05,QLD1,Amended contract position - extend run SL,
SWAN_E,2025-06-29 19:48:21,QLD1,Ramp Up concluded - AGC enabled - SL,
BRAEMAR5,2025-06-29 19:51:12,QLD1,1950P PIPELINE PRESSURE HIGHER THAN EXPECTED SL,
BRAEMAR6,2025-06-29 19:51:12,QLD1,1950P PIPELINE PRESSURE HIGHER THAN EXPECTED SL,
W/HOE#2,2025-06-29 19:52:36,QLD1,Unit Mode Change - Update T-time - SL,
SWAN_E,2025-06-29 19:57:37,QLD1,SYC Management - Fuel Management - SL,
W/HOE#2,2025-06-29 19:57:37,QLD1,SYC Management - Fuel Management - SL,
